name,summary,location,phone,email,website,person,designation,source_link
Fourgen Information Systems (Pvt.) Ltd.,,"Ground Floor, Plot M1, Begum Rabia Siddique Road, Karachi, Sindh, Pakistan",021-34892595,moiz.mujtaba@fourgensys.com,,Mohammad Ahsan Siraj,Manager Sales and Marketing,https://www.pasha.org.pk/d/l/fourgen-information-systems-pvt-ltd/
Frag Games,"Our Server Side Secret Agents have built a custom server stack that we use for everything from storing player data to matchmaking to leaderboard services.
We call it FBOMB. (And we’re sticking by it.
We also integrate with 3rd party tools like Photon and Gamesparks where necessary, and we usually recommend Amazon Web Services for anyone looking for a cloud c
","Office #3, Level 4, Arfa Software Technology Park 346-B Ferozepur Road, Lahore, Pakistan, Lahore, Punjab, Pakistan 54000",042 3597 2057,hello@frag-games.com,http://www.frag-games.com/,Ali Ihsan,CEO,https://www.pasha.org.pk/d/l/frag-games/
FSD Solutions,,"Suite # 304, Software Technology Park-II, Karachi, Sindh, Pakistan",021-4523791,asif@fsdsolutions.com,www.fsdsolutions.com,Asif Akhtar Nizami,CEO,https://www.pasha.org.pk/d/l/fsd-solutions/
Fujian International Technologies (Pvt.) Ltd.,"The name FUJIAN is very well known as a leading Group of Professionals & the Generation Owes it to elders whose dedicated efforts, sheer heard work & commitment to the cause; the cause of betterment of the country & self, placed them where they are today. The management of FUJIAN Group of Companies has been taking intiative in working decisions to invest in the country & flourish the roots within native land. Diversifying to the vital sector of services, they prefer investment ov
","1 Western Avenue, Rawalpindi, Punjab, Pakistan",051-5411398,fujiantechnology@gmail.com,http://www.ftcbizhub.com/,Malik Muhammad Khalid Nawaz,CEO,https://www.pasha.org.pk/d/l/fujian-international-technologies-pvt-ltd/
Future Now (Pvt.) Ltd.,"FutureNow Technologies is a provider of cutting edge technology solutions and services in Asia, Europe and North America. We believe that innovation, commitment to quality, and effective partnership with our clients is the foundation of success. 
","Plot B Mound, Office Block, Paragon City, Barki Road, Lahore, Punjab, Pakistan 54000",92 42 35741671,mhanif@tfntech.com,http://www.fnint.com,Muhammad Hanif Mian,CEO / Director,https://www.pasha.org.pk/d/l/future-now-pvt-ltd/
Future Technologies(Pvt.)Ltd.,,"5th floor, Citi-View Tower, Shaheed-e-Millat road, BYCHS, Karachi, Sindh, Pakistan",2135205578,info@future-technologies.com,http://www.future-technologies.com/,Haider Ali Baig,CEO,https://www.pasha.org.pk/d/l/future-technologies-private-limited/
Gaditek Associates,,"141/D, Block II. Allama Iqbal Road Off Kashmir Road. PECHS, Karachi, Sindh, Pakistan",021-34557089,aaqib.gadit@gaditek.com,http://www.gaditek.com,Aaqib Gadit,CEO,https://www.pasha.org.pk/d/l/gaditek-associates/
Galassia Studios,"Starting up in 2014, Galassia Studios has never seen the dark; however the beam flickers sometimes just like the story of life. Starting up with a minor venture, we have awesomely geared up into a Mobile Gaming Publisher following our relentless efforts and vigorous instincts; driving 2,000,000 MAU’s and more than 3,000,000 USD in revenues across our diverse portfolio on the Google Playstore and Apple Appstore.
","Main Boulevard Gulberg, Lahore, Punjab, Pakistan 540000",042 35787751,kashif.salman@galassiastudios.com,http://www.galassiastudios.com,Kashif Salman,CEO,https://www.pasha.org.pk/d/l/galassia-studios/
Game District,"Game District is a full scale development firm with offices in Bahrain, Canada and Pakistan. Our team has been experienced in IOS, Android, Web and Server-side technologies and works with truly disruptive startups as their technology execution partner. We’re like no other developer in the world, helping you as a venture capitalist in validating business & technical assumptions and get traction after you launch. We’re like the superheroes helping you make your creative dreams come true!
","91 G/3 Gulberg III, Lahore, Punjab, Pakistan",042-37811101,saad@gamedistrict.co,http://gamedistrict.co,SAAD HAMEED KHAN,CEO,https://www.pasha.org.pk/d/l/game-district/
GAME VIEW PAKISTAN (PVT) LTD.,,"SUITE No 507, Lahore, Punjab, Pakistan",042 35878097-8,IRFAN@GAMEVSTUDIOS.COM,http://WWW.GAMEVIEWSTUDIOS.COM,IRFAN GHAZANFER VIRK,CEO,https://www.pasha.org.pk/d/l/game-view-pakistan-pvt-ltd/
GCA Solutions,,"Link 2, Lahore, Punjab, Pakistan",042 - 6653755,khurram@gcasolutions.com,http://www.gcasolutions.com,Khurram M. Qureshi,CEO,https://www.pasha.org.pk/d/l/gca-solutions/
GCS (Pvt) Ltd.,,"43/16-D1, Block 6, PECHS, Shahrah-e-Faisal, Karachi, Karachi, Sindh, Pakistan","02135409929, 02134312453",shahid@gcspvt.com,http://www.gcspvt.com,Mr. Shahid Muneer,CEO,https://www.pasha.org.pk/d/l/gcs-pvt-ltd/
Gem Internet Service (Pvt.) Ltd.,,"310-311, Anum Estate , Karachi, Sindh, Pakistan",(9221) 111 436 638,ateeq@gem.net.pk,www.gem.net.pk,Ateeq M. Khan,Chief Executive Officer & Director,https://www.pasha.org.pk/d/l/gem-internet-service-pvt-ltd/
Generix Solutions,,"312 - J1, Johar Town Lahore, Lahore, Punjab, Pakistan",tel: 0092-42-35302949,ikram@generixsol.com,http://www.generixsol.com,Ikram Elahi,CEO,https://www.pasha.org.pk/d/l/generix-solutions/
Genesis Solutions (Pvt.) Ltd.,,"Plot No. F-1, Sector 6-A, Mehran Town, Karachi, Sindh, Pakistan",(9221) 5114271-72,info@genesis-solution.com,www.genesis-solution.com,KHALID RAZZAQUE,CEO,https://www.pasha.org.pk/d/l/genesis-solutions-pvt-ltd/
Genetech Solutions,"Genetech implements CSR by investing countless number of hours in volunteering efforts, as well as through spending a percentage of its annual profit on Education, Employment and Mentorship.
Genetech is an equal opportunity employer and a strong supporter of the following Women Empowerment Initiatives
","166-G/5 Block No.3 PECHS, Karachi, Sindh, Pakistan",tel: 021 34558425,shamim.rajani@genetechsolutions.com,http://www.genetechsolutions.com,Shamim Rajani,COO,https://www.pasha.org.pk/d/l/genetech-solutions/
GenITeam,,"Appt # 1 & 2, Al Hafiz Suits, Lahore, Punjab, Pakistan",042-5771997,khurram@geniteam.com,www.geniteam.com,Khurram Samad,Founder & CEO,https://www.pasha.org.pk/d/l/geniteam/
Geopaq Technologies Pvt. Ltd.,,"2-A, 2nd Floor, Islamabad, Islamabad Capital Territory, Pakistan",(9251) 2826114,rana.saad@geopaq.com.pk,www.geopaq.com.pk,Khushal Khan,CEO,https://www.pasha.org.pk/d/l/geopaq-technologies-pvt-ltd/
Gexton,"GEXTON, a solutions-focused company, was established in 2000. The company is registered in Pakistan and is 100% EOU (Export Oriented Unit). We provide complete business solutions, which enables businesses to leverage leading edge technology to gain sustainable competitive advantages in today’s marketplace. We are known for our talent, passion, work ethic and building ongoing long term relationships and commitment through support and maintenance. Currently, the Development Centre of GEXTON is l
","A8/36 Behind Desi Hut, Main Autobahn Latifabad, Hyderabad, Sindh, Pakistan",tel: 0223821566,aamir@gexton.com,http://www.gexton.com,Muhammad Aamir Shaikh,CEO,https://www.pasha.org.pk/d/l/gexton/
GfK Etilize (Pvt.) Ltd.,,"26-E, P.E.C.H.S, Karachi, Sindh, Pakistan",(9221)4550680-82,pkhan@etilizepak.com,www.etilizepak.com,Pervaiz Ali Khan,COO,https://www.pasha.org.pk/d/l/gfk-etilize-pvt-ltd/
Ghost Software (Pvt.) Ltd,,"414 Siddiq Trade Centre, Lahore, Punjab, Pakistan",042-6619692-3; 0324-4431280,iuddin@ghost-software.com,,Imran uddin,Managing Director,https://www.pasha.org.pk/d/l/ghost-software-pvt-ltd/
Giant Precision (Private) Limited,,"No.7 Floor 5 Shaheen Complex 38 Abbot Road Lahore, Lahore, Punjab, Pakistan",tel: +924236376111,mathew.brown@giantgroup.com,www.giantprecision.com,Mathew Brown,CEO,https://www.pasha.org.pk/d/l/giant-precision-private-limited/
Gillani Software,,"90 Street 111, Islamabad, Islamabad Capital Territory, Pakistan",(9251) 9267641,subhan@gillani.com,,Subhan Gillani,Budiness Head,https://www.pasha.org.pk/d/l/gillani-software/
Glenmore Technologies (Pvt.) Ltd.,"We at Glenmore Technologies offer you expertise and years of experience to create innovative outlooks for your brands and businesses. With our dexterous approach and tested methods, we are not only able to appease your individual needs and personal preferences but also empower your establishment to reach the zenith of your institution’s overall reach and scale of your proposed plan of action .
","Suite#1, first floor, 65C 27th street Tauheed Commercial DHA, Phase 5, , Pakistan 75500",021-35173444,admin@glenmoretechnology.com,http://www.glenmoretechnology.com,Subaiyal Surmawala,CEO,https://www.pasha.org.pk/d/l/glenmore-technologies-pvt-ltd/
Global Blue Sky Consulting (Pvt.) Ltd.,"Having worked on numerous projects, Global Blue Sky Consulting, Inc. has gained unmatched business and technological expertise.
","Office No. 611, 6th Floor, Progressive Centre, Block-6, P.E.C.H.S., Karachi, Sindh, Pakistan",021 34326265,nauman.tafsir@gbscinc.com,http://www.gbscinc.com,Nauman Tafsir,CEO,https://www.pasha.org.pk/d/l/global-blue-sky-consulting-pvt-ltd/
Global Education and Marketing Software,,"Suite 807, Park Avenue, Karachi, Sindh, Pakistan",(9221) 4557915; 4557940,noor@gemsvision.com,www.gemsvision.com,Syed Noorul Mahmood,CEO,https://www.pasha.org.pk/d/l/global-education-and-marketing-software/
Global Network Solutions,,"F-63-A, Block-F, P.O.Box-11033, Karachi, Sindh, Pakistan",(9221) 6627757,,,Khurshid Anwer,Managing Director,https://www.pasha.org.pk/d/l/global-network-solutions/
Globalsoft (Pvt) Ltd,,"Suite 905, Progressive Square, Karachi, Sindh, Pakistan",(9221) 4548512-5,nleghari.globalsoft@ibm.net,,Nadir Leghari,CEO,https://www.pasha.org.pk/d/l/globalsoft-pvt-ltd/
GoldbarTech (Pvt.) Ltd.,,"Office #5 2nd Floor Bilal Complex (JS Bank Plaza) Main PWD Double Road, PWD, Islamabad, Islamabad Capital Territory, Pakistan",tel: 051 4861214,khurram@goldbartech.com,http://www.goldbartech.com,Khurram Shahzad,CEO,https://www.pasha.org.pk/d/l/goldbartech-pvt-ltd/
Golden Global (Pvt) Ltd. (Goldsoft),,"CI-109, Sector 16-B, Karachi, Sindh, Pakistan",(9221) 4532277-9,,,,,https://www.pasha.org.pk/d/l/golden-global-pvt-ltd-goldsoft/
Goldsoft,,"603, Saima Gardens, 167-H, Block-3, Karachi, Sindh, Pakistan",(92300) 8204503,info@thegoldsoft.com,www.thegoldsoft.com,Imtiaz Ahmed Shaikh,General Manager (Operations),https://www.pasha.org.pk/d/l/goldsoft/
Goldtime (Pvt.) Ltd.,,"15 - A, Model Town, Lahore, Punjab, Pakistan",042 - 35915965 & 66,naveed@goldteam.co.uk,http://www.goldtimesolutions.com,Naveed Ahmed,CEO,https://www.pasha.org.pk/d/l/goldtime-pvt-ltd/
GoodCore Software (Pvt) Ltd,,"3rd Floor, 19-C, Shahabaz Commercial, Lane 4, DHA Phase VI, Karachi, Karachi, Sindh, Pakistan","92-21-534-8632-3, 0322-3553730",hb@goodcoresoft.com,www.goodcoresoft.com,Hassan Basharat,CEO,https://www.pasha.org.pk/d/l/goodcore-software-pvt-ltd/
Griphens (Pvt.) Ltd.,,"HOUSE NO. 378, STREET 15, CHAKLALA SCHEME 3 RAWALPINDI, Islamabad, Islamabad Capital Territory, Pakistan",tel: +92 (51) 5153552,SHEHZAD@GRIPHENS.COM,http://WWW.GRIPHENS.COM,Muhammad Shehzad Mirza,CEO,https://www.pasha.org.pk/d/l/griphens-pvt-ltd/
GS IT Solution,,"815, Progressive Plaza, Karachi, Sindh, Pakistan",(9221) 5216097,gsitsolution@gsitonline.com,,Babar Aleem,Executive Director,https://www.pasha.org.pk/d/l/gs-it-solution/
Gulfnet Pakistan Pvt. Ltd.,"For the last many years, Apex Private Limited has been focused in developing Enterprise Resource Planning and Enterprise Business software products for the world market. These seamlessly integrated products accelerate business processes, and are equipped with a full range of planning and decision support tools. Companys products and solutions offer a unique value proposition of comparable set of features, rapid implementation and effective support at an affordable price.
","FF3, Meridian Software Technology Park (NADRA Office Building), Murree Road, Rawalpindi, Rawalpindi, Punjab, Pakistan 46000",051~2254443.,info@apexerp.com,http://www.apexerp.com,Kaleem Aziz,CEO,https://www.pasha.org.pk/d/l/gulfnet-pakistan-pvt-ltd/
Haball (Pvt.) Ltd.,"




We are a group of ERP professionals and payment industry experts with a dedicated inhouse integration and development team geared towards automating B2B payments for organizations of all sizes
Our focus is on improving how businesses pay each other, eliminating manual order processing, reconciliat




","MZ2, Horizon Vista, Block 4, Clifton, Karachi, Sindh, Pakistan",021 353 74194,haris.waseem@haball.pk,http://www.haball.pk,Haris Waseem,Head of Corporate Sales,https://www.pasha.org.pk/d/l/haball-pvt-ltd/
Habib Rafiq International Pvt. Ltd.,,"13-A, Block-H, Lahore, Punjab, Pakistan",(9242) 111-474-111; 5717162-64,imran@hri.net.pk,www.hri.net.pk,Imran Zahid,Assistant Manager Technical,https://www.pasha.org.pk/d/l/habib-rafiq-international-pvt-ltd/
Hambra Consulting Corporation,,"F-50/2 Murtaza Villa, Karachi, Sindh, Pakistan",021-5372635; 0334-2041434,benetta.lobo@hambrait.com,,Benetta Lobo,HR Manager,https://www.pasha.org.pk/d/l/hambra-consulting-corporation/
Hayat Tech,,"502, 5th Floor, Torch Plaza, Civic Center Bahria Town VI, Islamabad, Islamabad, Islamabad Capital Territory, Pakistan",tel: 03015215919,naeem@hayattech.com,http://hayattech.com,Naeem Shehzad,CEO,https://www.pasha.org.pk/d/l/hayat-tech/
HDK Solutions,,"Suite No. 703, 7th Floor,Fortune Center, Shahrah-e-Faisal Karachi, Karachi, Sindh, Pakistan",tel: 34537651,rizwan@hdksol.com,http://hdksol.com,Rizwan Khan,CEO,https://www.pasha.org.pk/d/l/hdk-solutions/
Hilinks Pak (Pvt). Ltd.,,"19-C, Sunset Lane 6, Karachi, Sindh, Pakistan",(9221) 5384867-8,amernazir@hilinks.com,www.hilinks.com,,,https://www.pasha.org.pk/d/l/hilinks-pak-pvt-ltd/
Hospex Consulting Services,,"5-C, Canal Park, Lahore, Punjab, Pakistan","(042) 35710474-6, 0333-4226368",shiraz.asghar@hospexcs.net,www.hospexcs.com,Shiraz Asghar Warraich,CEO,https://www.pasha.org.pk/d/l/hospex-consulting-services/
Hoster PK,"Welcome to HosterPK and thank you for visiting our website. HosterPK Pakistan is registered Pakistan based web hosting company with NTN # 3650430-7. Our offices are located at Rawalpindi, Pakistan in DHA Business Bay Bahria Town PH 7 Rawalpindi.
We are providing international standard web hosting services and support to our clients in Pakistan since May 2009, and in just 4 years we are now one of Pakistan’s top 3 web hosting service providers, in terms of clients.
","1295 Street 62, Islamabad, Islamabad Capital Territory, Pakistan",0321-5492700,israr@hosterpk.com,https://www.hosterpk.com/,Israr ul Haq,CEO,https://www.pasha.org.pk/d/l/hoster-pk/
HTECH SOLUTIONS (Pvt.) Ltd.,,"Shahrah-e-Faisal Road, Karachi, Sindh, Pakistan",021-4391083 – 4554793,majinnah@htech.pk,http://www.htech.pk,Mohammad Ali Jinnah,CEO,https://www.pasha.org.pk/d/l/htech-solutions-pvt-ltd/
